의안ID,의안번호,법안명,카테고리,제안자,대표발의자,제안일,소관위원회,처리상태,처리단계,처리결과,상임위회부일,상임위처리일,상임위결과,법사위회부일,법사위처리일,법사위결과,상태변경,상세링크,AI요약,최종수집일
PRC_X2E5M0N3L2K4I1F1D0E4C1B3J5I6J1,2209355,산업재산 정보의 관리 및 활용 촉진에 관한 법률 일부개정법률안,산자위,"김동아의원(민주당, 초선, 서울 서대문구갑) 등 13인",김동아,2025-03-26,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2E5M0N3L2K4I1F1D0E4C1B3J5I6J1,,2026-08-30 09:18
PRC_E2D5B0K3J2F4D1C1D0B2J3I3H9I6G6,2209354,발명진흥법 일부개정법률안,산자위,"김동아의원(민주당, 초선, 서울 서대문구갑) 등 13인",김동아,2025-03-26,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2D5B0K3J2F4D1C1D0B2J3I3H9I6G6,,2026-08-30 09:18
PRC_E2C5K0J3Q2O4X1W1U0T2B0C1A7Z0Y7,2209353,발명교육의 활성화 및 지원에 관한 법률 일부개정법률안,산자위,"김동아의원(민주당, 초선, 서울 서대문구갑) 등 13인",김동아,2025-03-26,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2C5K0J3Q2O4X1W1U0T2B0C1A7Z0Y7,,2026-08-30 09:18
PRC_F2E5F0E3K2J4K1G1E0D1D2C7K1J4H2,2209352,디자인보호법 일부개정법률안,산자위,"김동아의원(민주당, 초선, 서울 서대문구갑) 등 14인",김동아,2025-03-26,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2025-03-27,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2E5F0E3K2J4K1G1E0D1D2C7K1J4H2,,2026-08-30 09:18
PRC_Q2O5N0V3U2U4T1R1N5O9N3L1K0S2T9,2209349,첨단조선업의 경쟁력 강화 및 지원에 관한 특별법안,산자위,"이언주의원(민주당, 3선, 경기 용인시정) 등 19인",이언주,2025-03-25,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2O5N0V3U2U4T1R1N5O9N3L1K0S2T9,,2026-08-30 09:18
PRC_E2L5M0K3J1J2H1I3Q4R5P5P7O9M8N5,2209348,지방자치분권 및 지역균형발전에 관한 특별법 일부개정법률안,재정경제기획위,"진성준의원(민주당, 3선, 서울 강서구을) 등 11인",진성준,2025-03-25,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2L5M0K3J1J2H1I3Q4R5P5P7O9M8N5,,2026-08-30 09:18
PRC_D2C5B0A3I1G2F1G3M4L6L2J1R1S8Q7,2209347,국가재정법 일부개정법률안,재정경제기획위,"진성준의원(민주당, 3선, 서울 강서구을) 등 10인",진성준,2025-03-25,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2C5B0A3I1G2F1G3M4L6L2J1R1S8Q7,,2026-08-30 09:18
PRC_G2C4B1Z0Y2G7H1G6E0D5L1M4L3J5I9,2209344,소득세법 일부개정법률안,재정경제기획위,"신영대의원(민주당, 재선, 전북 군산시김제시부안군갑) 등 12인",신영대,2025-03-25,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2C4B1Z0Y2G7H1G6E0D5L1M4L3J5I9,,2026-08-30 09:18
PRC_V2T5T0P3Q1O3P1N5N5M7U3U9T7T2S9,2209342,재난 및 안전관리 기본법 일부개정법률안,행안위,"백선희의원(조국혁신당, 초선, 비례대표) 등 15인",백선희,2025-03-25,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2T5T0P3Q1O3P1N5N5M7U3U9T7T2S9,,2026-08-30 09:18
PRC_J2F5G0F3D2C0K0L9K1I9G3P5Q9O9N6,2209341,중소기업 녹색경영 혁신 촉진을 위한 특별조치법안,산자위,"박지혜의원(민주당, 초선, 경기 의정부시갑) 등 21인",박지혜,2025-03-25,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2F5G0F3D2C0K0L9K1I9G3P5Q9O9N6,,2026-08-30 09:18
PRC_Q2R5Q0Q3O1J6H1G2P1O8Y5V7R3Q4P3,2209339,긴급복지지원법 일부개정법률안,복지위,"백선희의원(조국혁신당, 초선, 비례대표) 등 13인",백선희,2025-03-25,보건복지위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2R5Q0Q3O1J6H1G2P1O8Y5V7R3Q4P3,,2026-08-30 09:18
PRC_G2F5E0M3M2L4T1R3S2R2Q5M1K8L0K3,2209338,조세특례제한법 일부개정법률안,재정경제기획위,"안도걸의원(민주당, 초선, 광주 동구남구을) 등 14인",안도걸,2025-03-25,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2F5E0M3M2L4T1R3S2R2Q5M1K8L0K3,,2026-08-30 09:18
PRC_K2S5R0S3R1P9L1A4Y4X6Y2W2S8R7R0,2209336,선거관리위원회법 일부개정법률안,행안위,"윤준병의원(민주당, 재선, 전북 정읍시고창군) 등 13인",윤준병,2025-03-25,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2S5R0S3R1P9L1A4Y4X6Y2W2S8R7R0,,2026-08-30 09:18
PRC_Y2Z5X0F3G0E3E1D0D2C4C5K9J1J6H5,2209335,조세특례제한법 일부개정법률안,재정경제기획위,"조인철의원(민주당, 초선, 광주 서구갑) 등 10인",조인철,2025-03-25,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2Z5X0F3G0E3E1D0D2C4C5K9J1J6H5,,2026-08-30 09:18
PRC_O2N5M0K3S1R8S1Q5P1L8M4L9J3I0Q5,2209334,소득세법 일부개정법률안,재정경제기획위,"박해철의원(민주당, 초선, 경기 안산시병) 등 11인",박해철,2025-03-25,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2N5M0K3S1R8S1Q5P1L8M4L9J3I0Q5,,2026-08-30 09:18
PRC_E2C4D0L6J0K7I1J1H2I3Q5Q9P7N2N3,2209333,변호사법 일부개정법률안,법사위,"김영배의원(새천년민주당(前 새정치국민회의), 6선, 서울특별시 양천구을) 등 10인",김영배,2025-03-25,법제사법위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2C4D0L6J0K7I1J1H2I3Q5Q9P7N2N3,,2026-08-30 09:18
PRC_A2Z5H0H3G0G3E1F2E3E0A4A3Z7X5X1,2209331,지방세특례제한법 일부개정법률안,행안위,"조인철의원(민주당, 초선, 광주 서구갑) 등 10인",조인철,2025-03-25,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2Z5H0H3G0G3E1F2E3E0A4A3Z7X5X1,,2026-08-30 09:18
PRC_G2G5F0D2E2C0D1K6L0J9K2I0H4H7D5,2209329,형법 일부개정법률안,법사위,"이훈기의원(민주당, 초선, 인천 남동구을) 등 10인",이훈기,2025-03-25,법제사법위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2G5F0D2E2C0D1K6L0J9K2I0H4H7D5,,2026-08-30 09:18
PRC_K2S5S0R3S1Q0Q1P6L5L9J2K2J4J6H8,2209328,국가유산보호기금법 일부개정법률안,문체위,"김재원의원(조국혁신당, 초선, 비례대표) 등 10인",김재원,2025-03-25,문화체육관광위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2S5S0R3S1Q0Q1P6L5L9J2K2J4J6H8,,2026-08-30 09:18
PRC_L2J5I0I2Q2R8P1Q5P3N0N0J5K6I1H6,2209327,지능정보화 기본법 일부개정법률안,과방위,"박민규의원(민주당, 초선, 서울 관악구갑) 등 12인",박민규,2025-03-25,과학기술정보방송통신위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2J5I0I2Q2R8P1Q5P3N0N0J5K6I1H6,,2026-08-30 09:18
PRC_R2Z5A0Y3Z1X0X1W1E4F9D0D0C3C3A5,2209326,군인연금법 일부개정법률안,국방위,"조경태의원(국민의힘(前 통합당), 6선, 부산 사하구을) 등 10인",조경태,2025-03-25,국방위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2Z5A0Y3Z1X0X1W1E4F9D0D0C3C3A5,,2026-08-30 09:18
PRC_B2A5Z0F3E1D7A1O5L4J9G0F5E5D9J5,2209325,건강가정기본법 일부개정법률안,성평등가족위,"임호선의원(민주당, 재선, 충북 증평군진천군음성군) 등 10인",임호선,2025-03-25,성평등가족위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2A5Z0F3E1D7A1O5L4J9G0F5E5D9J5,,2026-08-30 09:18
PRC_X2Z5X0X3V1E0E1C1D4B8C1A6B9X7V7,2209324,공무원연금법 일부개정법률안,행안위,"조경태의원(국민의힘(前 통합당), 6선, 부산 사하구을) 등 10인",조경태,2025-03-25,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2Z5X0X3V1E0E1C1D4B8C1A6B9X7V7,,2026-08-30 09:18
PRC_Q2O5N0M3T2P4O1M4N2L7U0T7R6S2Q6,2209323,헌법재판소법 일부개정법률안,법사위,"박대출의원(국민의힘(前 통합당), 4선, 경남 진주시갑) 등 14인",박대출,2025-03-25,법제사법위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2O5N0M3T2P4O1M4N2L7U0T7R6S2Q6,,2026-08-30 09:18
PRC_U2T5R0S2Q2Q6N1N7L0M8K3J5J2R1S1,2209322,조세특례제한법 일부개정법률안,재정경제기획위,"김재원의원(조국혁신당, 초선, 비례대표) 등 11인",김재원,2025-03-25,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2T5R0S2Q2Q6N1N7L0M8K3J5J2R1S1,,2026-08-30 09:18
PRC_I2H5G0E3F2B1A1Y1Z1Y8G1E3F0F6G3,2209321,예술인의 지위와 권리의 보장에 관한 법률 일부개정법률안,문체위,"조계원의원(민주당, 초선, 전남 여수시을) 등 15인",조계원,2025-03-25,문화체육관광위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2H5G0E3F2B1A1Y1Z1Y8G1E3F0F6G3,,2026-08-30 09:18
PRC_Q2Q5O0P3X1Y3W1W1V2T5U0C3D1B8B7,2209320,동물보호법 일부개정법률안,농해수위,"이헌승의원(국민의힘(前 통합당), 4선, 부산 부산진구을) 등 10인",이헌승,2025-03-25,농림축산식품해양수산위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2Q5O0P3X1Y3W1W1V2T5U0C3D1B8B7,,2026-08-30 09:18
PRC_L2K5I0H3Q2R4P1O6W1V5W2U5T4B6A1,2209319,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,정무위,"고동진의원(국민의힘, 초선, 서울 강남구병) 등 11인",고동진,2025-03-25,정무위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2K5I0H3Q2R4P1O6W1V5W2U5T4B6A1,,2026-08-30 09:18
PRC_O2N5O0W3V2U1S1T1B0Z6Y2Z0X1G6E3,2209318,항공안전법 일부개정법률안,국토위,"조계원의원(민주당, 초선, 전남 여수시을)",조계원,2025-03-25,국토교통위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2N5O0W3V2U1S1T1B0Z6Y2Z0X1G6E3,,2026-08-30 09:18
PRC_Z2Y5W0S3R2P1Y1W1X0W5U2C2D3B4A5,2209314,관광기본법 일부개정법률안,문체위,"조계원의원(민주당, 초선, 전남 여수시을) 등 19인",조계원,2025-03-25,문화체육관광위원회,상임위 심사,상임위 심사,심사중,2025-03-26,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2Y5W0S3R2P1Y1W1X0W5U2C2D3B4A5,,2026-08-30 09:18
PRC_Z2X5Y0W2E2F5D1D7C4D8B2B5X5W1W8,2209312,국민건강보험법 일부개정법률안,복지위,"권향엽의원(민주당, 초선, 전남 순천시광양시곡성군구례군을) 등 10인",권향엽,2025-03-24,보건복지위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2X5Y0W2E2F5D1D7C4D8B2B5X5W1W8,,2026-08-30 09:18
PRC_U2T5B0C3B1Z8X1F5H1F9D1C8D3L3J8,2209311,소득세법 일부개정법률안,재정경제기획위,"박해철의원(민주당, 초선, 경기 안산시병) 등 11인",박해철,2025-03-24,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2T5B0C3B1Z8X1F5H1F9D1C8D3L3J8,,2026-08-30 09:18
PRC_U2D5C0C3B1A8I1H5G1F9N4M0K6J7F3,2209310,조세특례제한법 일부개정법률안,재정경제기획위,"박해철의원(민주당, 초선, 경기 안산시병) 등 11인",박해철,2025-03-24,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2D5C0C3B1A8I1H5G1F9N4M0K6J7F3,,2026-08-30 09:18
PRC_Z2Y5W0E3D2B4C1B1J2I4G5F6G3V4I8,2209309,헌법재판소법 일부개정법률안,법사위,"엄태영의원(국민의힘(前 통합당), 재선, 충북 제천시단양군) 등 11인",엄태영,2025-03-24,법제사법위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2Y5W0E3D2B4C1B1J2I4G5F6G3V4I8,,2026-08-30 09:18
PRC_K2J5R0Q3Q1P9N0V9U1V8X5W3U8C3D8,2209308,노인복지법 일부개정법률안,복지위,"이헌승의원(국민의힘(前 통합당), 4선, 부산 부산진구을) 등 10인",이헌승,2025-03-24,보건복지위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2J5R0Q3Q1P9N0V9U1V8X5W3U8C3D8,,2026-08-30 09:18
PRC_R2M5L0M3K1K3J1K1R2S3R3P5P5O0O2,2209307,동물보호법 일부개정법률안,농해수위,"이헌승의원(국민의힘(前 통합당), 4선, 부산 부산진구을) 등 10인",이헌승,2025-03-24,농림축산식품해양수산위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2M5L0M3K1K3J1K1R2S3R3P5P5O0O2,,2026-08-30 09:18
PRC_V2E5C0B3Z2A0X0V9U1S7A1Z2H1I3H4,2209306,디지털크리에이터(1인 미디어 창작자)산업 진흥법안,과방위,"최형두의원(국민의힘(前 통합당), 재선, 경남 창원시마산합포구) 등 13인",최형두,2025-03-24,과학기술정보방송통신위원회,상임위 심사 · 폐기,상임위 심사,대안반영폐기,2025-03-25,2026-05-07,대안반영폐기,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2E5C0B3Z2A0X0V9U1S7A1Z2H1I3H4,,2026-08-30 09:18
PRC_T2O5P0N2M2M5L1L7T4U9S1S9R2P3Q3,2209305,근로기준법 일부개정법률안,기후에너지환경노동위,"권향엽의원(민주당, 초선, 전남 순천시광양시곡성군구례군을) 등 10인",권향엽,2025-03-24,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2O5P0N2M2M5L1L7T4U9S1S9R2P3Q3,,2026-08-30 09:18
PRC_K2K4I0J9E2D3E1C4C1B2B3J6K2I3G5,2209304,국민연금법 일부개정법률안,복지위,"위성곤의원(민주당, 3선, 제주 서귀포시) 등 10인",위성곤,2025-03-24,보건복지위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2K4I0J9E2D3E1C4C1B2B3J6K2I3G5,,2026-08-30 09:18
PRC_T2C5A0Z3Z2Y0G1E0F3E5C5S8Q7R7Q0,2209303,국가재정법 일부개정법률안,재정경제기획위,"김태선의원(민주당, 초선, 울산 동구) 등 11인",김태선,2025-03-24,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2C5A0Z3Z2Y0G1E0F3E5C5S8Q7R7Q0,,2026-08-30 09:18
PRC_D2M5K0J3H2Q0Q2P0N1M3N4V3T0S7T3,2209302,문화예술진흥법 일부개정법률안,문체위,"조인철의원(민주당, 초선, 광주 서구갑) 등 10인",조인철,2025-03-24,문화체육관광위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2M5K0J3H2Q0Q2P0N1M3N4V3T0S7T3,,2026-08-30 09:18
PRC_B2Z5A0V2U2V1T1T5S1T7A5B9A5Y2Y5,2209301,국가재정법 일부개정법률안,재정경제기획위,"신영대의원(민주당, 재선, 전북 군산시김제시부안군갑) 등 11인",신영대,2025-03-24,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Z5A0V2U2V1T1T5S1T7A5B9A5Y2Y5,,2026-08-30 09:18
PRC_I2Q5P0N3O2M0U1T4U0T6R5Z1A3Y1X2,2209300,공직선거법 일부개정법률안,행안위,"채현일의원(민주당, 초선, 서울 영등포구갑) 등 10인",채현일,2025-03-24,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2Q5P0N3O2M0U1T4U0T6R5Z1A3Y1X2,,2026-08-30 09:18
PRC_X2E5D0C3C1B9J1I4G0H2G4B0A4Z0A2,2209299,정당법 일부개정법률안,행안위,"윤건영의원(민주당, 재선, 서울 구로구을) 등 12인",윤건영,2025-03-24,행정안전위원회,상임위 심사,상임위 심사,심사중,2026-07-01,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2E5D0C3C1B9J1I4G0H2G4B0A4Z0A2,,2026-08-30 09:18
PRC_M2K5T0S3R1Q8L1K1L2K1I4Q2P7Q6P3,2209298,주택법 일부개정법률안,국토위,"문진석의원(민주당, 재선, 충남 천안시갑) 등 10인",문진석,2025-03-24,국토교통위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2K5T0S3R1Q8L1K1L2K1I4Q2P7Q6P3,,2026-08-30 09:18
PRC_Y2Z5H0F3G1E2E1D0E3L3K2L5J2K9I2,2209296,대중문화예술산업발전법 일부개정법률안,문체위,"민형배의원(민주당, 재선, 광주 광산구을) 등 11인",민형배,2025-03-24,문화체육관광위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2Z5H0F3G1E2E1D0E3L3K2L5J2K9I2,,2026-08-30 09:18
PRC_W2X5V0U3D2B1C1A4Z2H8G1G8F2E3M4,2209293,조선산업 지원 특별법안,산자위,"서일준의원(국민의힘(前 통합당), 재선, 경남 거제시) 등 20인",서일준,2025-03-24,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2X5V0U3D2B1C1A4Z2H8G1G8F2E3M4,,2026-08-30 09:18
PRC_E2F5E0M3K2J1K1I1R0Q6R4P0X9W8X8,2209290,방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안,과방위,"고동진의원(국민의힘, 초선, 서울 강남구병) 등 14인",고동진,2025-03-24,과학기술정보방송통신위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2F5E0M3K2J1K1I1R0Q6R4P0X9W8X8,,2026-08-30 09:18
PRC_G2E5L0M3U1T9R1Q6R3Z0X5W6U6R9S4,2209289,한국수자원공사법 일부개정법률안,기후에너지환경노동위,"박홍배의원(더불어민주연합, 초선, 비례대표) 등 11인",박홍배,2025-03-24,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2E5L0M3U1T9R1Q6R3Z0X5W6U6R9S4,,2026-08-30 09:18
PRC_V2A5Y0H3F1E8F1D1Z2Y0X5X5W3E8C6,2209286,여객자동차 운수사업법 일부개정법률안,국토위,"문진석의원(민주당, 재선, 충남 천안시갑) 등 10인",문진석,2025-03-24,국토교통위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2A5Y0H3F1E8F1D1Z2Y0X5X5W3E8C6,,2026-08-30 09:18
PRC_C2B5Z0O3M2I1H1I3G3F4N0M7M6L4J2,2209285,소송촉진 등에 관한 특례법 일부개정법률안,법사위,"김태선의원(민주당, 초선, 울산 동구) 등 11인",김태선,2025-03-24,법제사법위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2B5Z0O3M2I1H1I3G3F4N0M7M6L4J2,,2026-08-30 09:18
PRC_N2M5M0L3L1T1S1S6Q0R7P2Q3M1K8L0,2209284,공직선거법 일부개정법률안,행안위,"강득구의원(민주당, 재선, 경기 안양시만안구) 등 10인",강득구,2025-03-24,행정안전위원회,상임위 심사,상임위 심사,심사중,2025-03-25,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2M5M0L3L1T1S1S6Q0R7P2Q3M1K8L0,,2026-08-30 09:18
